SEQ,CREATE_DATE,HEAT_NO,GRADE,STEEL_NAME,SPEC_ABBSYM,CAST_SPEED,STRAND_NO,TOUCH_SETTING,REAL_CUT_LENGTH,EA_WGT,REAL_WEIGHT,SHIFT_ID,ITEM_CODE,STEEL_GRP
8192124,20230707023148,4G8170, , ,0TM3**,0.59,4,8980,8960,5325140,5368,B,BB300,일반강
8192125,20230707023236,4G8170, , ,0TM3**,0.589,2,8980,8980,5325140,5356,B,BB300,일반강
8192143,20230707024518,4G8170, , ,0TM3**,0.589,3,8980,8850,5325140,5346,B,BB300,일반강
8192163,20230707024344,4G8170, , ,0TM3**,0.589,6,8980,8870,5325140,5358,B,BB300,일반강
8192183,20230707024432,4G8170, , ,0TM3**,0.59,5,8980,8940,5325140,5342,B,BB300,일반강
8192203,20230707024731,4G8170, , ,0TM3**,0.59,2,8980,8980,5325140,5342,B,BB300,일반강
8192204,20230707024642,4G8170, , ,0TM3**,0.589,4,8980,8940,5325140,5346,B,BB300,일반강
8192205,20230707024818,4G8170, , ,0TM3**,0.59,1,8980,9110,5325140,5342,B,BB300,일반강
8192223,20230707030018,4G8171, , ,0TM3**,0.587,3,8980,8860,5325140,5346,B,BB300,일반강
8192243,20230707025841,4G8171, , ,0TM3**,0.589,6,8980,8860,5325140,5360,B,BB300,일반강
8192263,20230707025930,4G8171, , ,0TM3**,0.589,5,8980,8950,5325140,5346,B,BB300,일반강
8192283,20230707030140,4G8171, , ,0TM3**,0.589,4,8980,8950,5325140,5344,B,BB300,일반강
8192284,20230707030226,4G8171, , ,0TM3**,0.588,2,8980,9000,5325140,5354,B,BB300,일반강
8192303,20230707030312,4G8171, , ,0TM3**,0.589,1,8980,9130,5325140,5348,B,BB300,일반강
8192323,20230707031511,4G8171, , ,0TM3**,0.588,3,8980,8880,5325140,5376,B,BB300,일반강
8192343,20230707031334,4G8171, , ,0TM3**,0.593,6,8980,8860,5325140,5370,B,BB300,일반강
8192363,20230707031421,4G8171, , ,0TM3**,0.59,5,8980,8960,5325140,5372,B,BB300,일반강
8192383,20230707031630,4G8171, , ,0TM3**,0.589,4,8980,8960,5325140,5350,B,BB300,일반강
8192403,20230707031718,4G8171, , ,0TM3**,0.59,2,8980,9000,5325140,5360,B,BB300,일반강
8192423,20230707031805,4G8171, , ,0TM3**,0.592,1,8980,9130,5325140,5344,B,BB300,일반강
8192443,20230707033211,4G8171, , ,0TM3**,0.589,3,8410,8620,4987130,5038,B,BB300,일반강
8192463,20230707032916,4G8171, , ,0TM3**,0.591,6,8980,8280,5325140,5394,B,BB300,일반강
8192483,20230707033257,4G8171, , ,0TM3**,0.589,2,8410,8760,4987130,5042,B,BB300,일반강
8192503,20230707033001,4G8171, , ,0TM3**,0.589,5,8980,8940,5325140,5388,B,BB300,일반강
8192504,20230707033343,4G8171, , ,0TM3**,0.589,1,8410,8890,4987130,5044,B,BB300,일반강
8192523,20230707033048,4G8171, , ,0TM3**,0.591,4,8980,8960,5325140,5392,B,BB300,일반강
8192543,20230707034618,4G8171, , ,0TM3**,0.588,3,8740,8860,5182820,5258,B,BB300,일반강
8192563,20230707034258,4G8171, , ,0TM3**,0.591,6,8410,8590,4987130,5048,B,BB300,일반강
8192583,20230707034346,4G8171, , ,0TM3**,0.588,5,8410,8700,4987130,5040,B,BB300,일반강
8192603,20230707034705,4G8171, , ,0TM3**,0.59,2,8740,9000,5182820,5248,B,BB300,일반강
8192623,20230707034432,4G8171, , ,0TM3**,0.59,4,8410,8960,4987130,5064,B,BB300,일반강
8192643,20230707034752,4G8171, , ,0TM3**,0.589,1,8740,9130,5182820,5238,B,BB300,일반강
8192663,20230707035844,4G8172, , ,0TM3**,0.589,3,8980,8860,5325140,5408,B,BB300,일반강
8192683,20230707035709,4G8172, , ,0TM3**,0.585,6,8740,8780,5182820,5226,B,BB300,일반강
8192703,20230707035756,4G8172, , ,0TM3**,0.589,5,8740,8890,5182820,5222,B,BB300,일반강
8192723,20230707040055,4G8172, , ,0TM3**,0.589,2,8980,8930,5325140,5354,B,BB300,일반강
8192743,20230707040009,4G8172, , ,0TM3**,0.589,4,8980,8900,5325140,5380,B,BB300,일반강
8192763,20230707040142,4G8172, , ,0TM3**,0.589,1,8980,9070,5325140,5374,B,BB300,일반강
8192783,20230707041314,4G8172, , ,0TM3**,0.591,3,8980,10050,5325140,5342,B,BB300,일반강
8192803,20230707041138,4G8172, , ,0TM3**,0.589,6,8980,8740,5325140,5354,B,BB300,일반강
8192823,20230707041227,4G8172, , ,0TM3**,0.588,5,8980,8880,5325140,5358,B,BB300,일반강
8192843,20230707041523,4G8172, , ,0TM3**,0.586,2,8980,8920,5325140,5354,B,BB300,일반강
8192863,20230707041435,4G8172, , ,0TM3**,0.589,4,8980,8880,5325140,5366,B,BB300,일반강
8192883,20230707041610,4G8172, , ,0TM3**,0.59,1,8980,9020,5325140,5344,B,BB300,일반강
8192903,20230707042835,4G8172, , ,0TM3**,0.593,6,8980,10040,5325140,5348,B,BB300,일반강
8192923,20230707043132,4G8172, , ,0TM3**,0.59,5,8980,10170,5325140,5350,B,BB300,일반강
8192943,20230707043307,4G8172, , ,0TM3**,0.525,3,10290,10090,6101970,6172,B,BB300,일반강
8192963,20230707042922,4G8172, , ,0TM3**,0.53,2,8980,10230,5325140,5356,B,BB300,일반강
8192964,20230707043217,4G8172, , ,0TM3**,0.531,4,8980,10150,5325140,5340,B,BB300,일반강
8192983,20230707043008,4G8172, , ,0TM3**,0.529,1,8980,10340,5325140,5348,B,BB300,일반강
8193003,20230707044504,4G8172, , ,0TM3**,0.53,6,10290,10040,6101970,6128,B,BB300,일반강
8193023,20230707044552,4G8172, , ,0TM3**,0.528,5,10290,10170,6101970,6086,B,BB300,일반강
8193024,20230707044638,4G8172, , ,0TM3**,0.529,3,10290,10090,6101970,6152,B,BB300,일반강
8193043,20230707044800,4G8172, , ,0TM3**,0.53,4,10290,10150,6101970,6090,B,BB300,일반강
8193044,20230707044847,4G8172, , ,0TM3**,0.53,2,10290,10230,6101970,6120,B,BB300,일반강
8193063,20230707044932,4G8173, , ,T1M**,0.53,1,10290,10340,6101970,6102,B,BB300,일반강
8193083,20230707050324,4G8173, , ,T1M**,0.53,6,10290,10040,6101970,6106,B,BB300,일반강
8193103,20230707050457,4G8173, , ,T1M**,0.53,3,10290,10070,6101970,6122,B,BB300,일반강
8193104,20230707050409,4G8173, , ,T1M**,0.527,5,10290,10250,6101970,6108,B,BB300,일반강
8193123,20230707050641,4G8173, , ,T1M**,0.529,4,10290,10170,6101970,6106,B,BB300,일반강
8193124,20230707050810,4G8173, , ,T1M**,0.529,2,10290,10230,6101970,6116,B,BB300,일반강
8193143,20230707050856,4G8173, , ,T1M**,0.53,1,10290,10440,6101970,6116,B,BB300,일반강
8193163,20230707052219,4G8173, , ,T1M**,0.531,6,10290,10110,6101970,6132,B,BB300,일반강
8193183,20230707052352,4G8173, , ,T1M**,0.529,3,10080,10530,5977440,6022,B,BB300,일반강
8193203,20230707052304,4G8173, , ,T1M**,0.527,5,10290,10640,6101970,6130,B,BB300,일반강
8193223,20230707052539,4G8173, , ,T1M**,0.529,4,10080,10640,5977440,6008,B,BB300,일반강
8193224,20230707052648,4G8173, , ,T1M**,0.531,2,10080,10690,5977440,6012,B,BB300,일반강
8193243,20230707052733,4G8173, , ,T1M**,0.529,1,10080,10860,5977440,6002,B,BB300,일반강
8193263,20230707054215,4G8173, , ,T1M**,0.531,6,10080,10490,5977440,5916,B,BB300,일반강
8193283,20230707054349,4G8173, , ,T1M**,0.53,3,10680,10510,6333240,6294,B,BB300,일반강
8193303,20230707054303,4G8173, , ,T1M**,0.528,5,10680,10630,6333240,6306,B,BB300,일반강
8193323,20230707054617,4G8173, , ,T1M**,0.53,4,10680,10640,6333240,6330,B,BB300,일반강
8193343,20230707054705,4G8173, , ,T1M**,0.529,2,10680,10690,6333240,6334,B,BB300,일반강
8193363,20230707054751,4G8173, , ,T1M**,0.529,1,10680,10860,6333240,6328,B,BB300,일반강
